ZIP,ADJ_FACTOR
11542,0.8418959500040581
11547,0.8418959500040581
11545,0.8418959500040581
11548,0.8418959500040581
11549,0.8418959500040581
19399,0.9354228586868414
19398,0.9354228586868414
19397,0.9354228586868414
19395,0.9354228586868414
19390,1.017778803971369
82443,0.9612251921532637
82442,0.9971631205673759
82441,0.9971631205673759
82440,0.9971631205673759
46135,1.0264026402640265
46133,1.0264026402640265
46131,1.0264026402640265
46130,1.0264026402640265
70179,1.007380809894275
19973,0.959746182827682
19971,0.959746182827682
19970,0.959746182827682
19977,0.9580454096742349
19975,0.959746182827682
73622,1.0813200370103835
19979,0.9580454096742349
16701,1.084318536694178
88023,0.9896243761491988
46704,1.0604102912841438
88021,1.0703388843600792
88020,0.9896243761491988
12019,0.99300621669627
12018,0.99300621669627
03246,0.9585145533623285
42086,1.167349260523322
12015,0.99300621669627
12017,0.99300621669627
12016,0.99300621669627
12010,0.99300621669627
94080,0.7584758783160913
64674,1.0948056665455865
96079,0.841227125941873
64676,1.0948056665455865
64670,1.069389074453184
64671,1.069389074453184
64672,1.0506443298969073
64673,1.069389074453184
17250,1.0091841093549765
17251,1.0091841093549765
17252,1.0091841093549765
17253,1.0601162905292205
17254,1.0091841093549765
17255,1.0091841093549765
17256,1.0091841093549765
17257,1.0091841093549765
63024,1.0801946677951757
63025,1.0801946677951757
10709,0.8691316625485351
10708,0.8691316625485351
63020,1.0801946677951757
42081,1.167349260523322
54546,1.0032074126870991
63023,1.0801946677951757
10703,0.8691316625485351
10702,0.8691316625485351
10701,0.8691316625485351
10707,0.8691316625485351
10706,0.8691316625485351
10705,0.8691316625485351
10704,0.8691316625485351
46793,1.0604102912841438
46792,1.0604102912841438
46791,1.0604102912841438
21619,0.8570289662503322
46796,1.0604102912841438
46795,1.0604102912841438
46794,1.0604102912841438
21617,0.8570289662503322
46798,1.0604102912841438
21610,0.8570289662503322
21613,0.959746182827682
21612,0.8570289662503322
54541,1.0595074384298038
69170,1.052442448062886
69171,1.052442448062886
04046,1.0223673074597992
72629,1.1313049514113835
45448,1.0436978254148201
45449,1.0436978254148201
04041,1.0223673074597992
80271,0.9954887218045113
45440,1.0436978254148201
45441,1.0436978254148201
44799,1.0833048822123592
20151,0.9893899204244032
54540,1.0595074384298038
04042,1.0223673074597992
20153,0.9893899204244032
46869,1.0604102912841438
46868,1.0604102912841438
20152,0.9893899204244032
58079,1.0370097135128489
58078,1.0370097135128489
46861,1.0604102912841438
46860,1.0604102912841438
46863,1.0604102912841438
46862,1.0604102912841438
46865,1.0604102912841438
46864,1.0604102912841438
46867,1.0604102912841438
46866,1.0604102912841438
54543,1.0595074384298038
20156,0.9893899204244032
90310,0.8738530341583777
20159,0.9893899204244032
90312,0.8738530341583777
20158,0.9893899204244032
54542,1.0192820761581374
96130,0.930047327715572
13052,1.0093660765276984
13053,1.0375996015936255
13051,1.0093660765276984
13056,1.0093660765276984
13057,1.0093660765276984
13054,1.0093660765276984
54170,1.074469437031389
54171,1.0824327720532798
54173,1.0824327720532798
54174,1.0824327720532798
54175,1.074469437031389
54177,1.0824327720532798
94541,0.7788150807899461
94540,0.7788150807899461
94543,0.7788150807899461
94542,0.7788150807899461
62089,1.089389210878288
62088,1.0801946677951757
94547,0.749975940717929
94546,0.7788150807899461
62085,1.089389210878288
62084,1.0801946677951757
62087,1.0801946677951757
62086,1.0801946677951757
62081,1.089389210878288
62080,1.089389210878288
62083,1.089389210878288
62082,1.089389210878288
20252,0.912940935192781
20250,0.912940935192781
20251,0.912940935192781
20254,0.912940935192781
44427,1.095767686129132
40964,1.10273258239466
44424,1.095767686129132
44423,1.095767686129132
44422,1.095767686129132
44420,1.095767686129132
44429,1.095767686129132
44428,1.095767686129132
23509,1.0703107019562716
23508,1.0703107019562716
07677,0.8797189774843406
07676,0.8797189774843406
07675,0.8797189774843406
23504,1.0703107019562716
23503,1.0703107019562716
23502,1.0703107019562716
23501,1.0703107019562716
07670,0.8797189774843406
40328,1.10273258239466
27619,1.085958904109589
27617,1.085958904109589
27616,1.085958904109589
27615,1.085958904109589
27614,1.085958904109589
27613,1.085958904109589
27612,1.085958904109589
27611,1.085958904109589
27610,1.085958904109589
59038,0.9971631205673759
59039,0.9971631205673759
59032,0.9971631205673759
59033,0.9971631205673759
59030,0.9971631205673759
59031,0.9971631205673759
59036,0.9971631205673759
59037,0.9971631205673759
59034,0.9971631205673759
59035,0.9971631205673759
12833,0.99300621669627
12832,0.99300621669627
12831,0.99300621669627
12837,0.99300621669627
12836,0.9615837850577421
12835,0.99300621669627
12834,0.99300621669627
12839,0.99300621669627
12838,0.99300621669627
92262,0.8941199453018167
92263,0.8941199453018167
92260,0.8941199453018167
92261,0.8941199453018167
92266,0.9800236279669209
92267,0.9800236279669209
92264,0.8941199453018167
92268,0.8941199453018167
66505,1.0997544146883405
66506,1.0997544146883405
66507,1.0997544146883405
66501,1.0997544146883405
66502,1.0997544146883405
66503,1.0997544146883405
66508,1.052442448062886
66509,1.0997544146883405
06108,0.9107317073170732
06109,0.9107317073170732
06106,0.9107317073170732
06107,0.9107317073170732
06104,0.9107317073170732
06105,0.9107317073170732
06102,0.9107317073170732
06103,0.9107317073170732
06101,0.9107317073170732
60901,1.0255597014925373
26568,1.0942459246464429
26566,1.0942459246464429
26562,1.0942459246464429
26563,1.0942459246464429
26560,1.0942459246464429
26561,1.0752893809763462
48919,0.9970383986928104
65264,1.0948056665455865
65265,1.0948056665455865
15552,1.0490478938257357
65260,1.0948056665455865
65261,1.0948056665455865
65262,1.0948056665455865
65263,1.0948056665455865
92886,0.891502343266425
92887,0.891502343266425
59732,1.0146623621199893
92882,0.891502343266425
92883,0.891502343266425
92880,0.891502343266425
92881,0.891502343266425
15559,1.0601162905292205
48912,0.9970383986928104
32224,1.0494396835860251
32225,1.0494396835860251
32226,1.0494396835860251
32227,1.0494396835860251
32220,1.0494396835860251
32221,1.0494396835860251
32222,1.0494396835860251
32223,1.0494396835860251
32228,1.0494396835860251
32229,1.0494396835860251
04473,1.050271287786513
98109,0.9391325185717709
98108,0.9391325185717709
75287,1.0424451296934518
04474,1.050271287786513
75285,1.0424451296934518
75284,1.0424451296934518
75283,1.0424451296934518
98103,0.9391325185717709
04475,1.050271287786513
04476,1.050271287786513
98647,0.9286486486486486
98644,0.9286486486486486
57661,0.9863117870722433
57660,1.026256844201095
98645,0.9286486486486486
88565,1.0703388843600792
98642,0.9286486486486486
98640,0.9286486486486486
52101,0.9961734693877551
73858,1.0813200370103835
60018,0.9805815267646152
60019,0.9805815267646152
60014,1.0150541758557867
60015,0.9805815267646152
60016,0.9805815267646152
60017,0.9805815267646152
60010,1.0150541758557867
60011,1.0150541758557867
60012,1.0150541758557867
60013,1.0150541758557867
21930,0.9580454096742349
04619,1.050271287786513
04611,1.050271287786513
04612,1.050271287786513
04613,1.050271287786513
04614,1.050271287786513
04616,1.050271287786513
04617,1.050271287786513
00501,0.8418959500040581
29652,1.0691218130311615
77380,1.010177224074399
23513,1.0703107019562716
79404,1.0619789050728277
15701,1.0752893809763462
15705,1.0752893809763462
72454,1.1612697060076693
79401,1.0619789050728277
37304,1.1097877869207449
24147,1.0756523820924109
37306,1.1181033540915546
37307,1.1097877869207449
24142,1.0756523820924109
24143,1.0756523820924109
37302,1.1097877869207449
24141,1.0756523820924109
79402,1.0619789050728277
37308,1.1097877869207449
37309,1.1097877869207449
24148,1.049474049242862
24149,1.0756523820924109
22485,1.0595881743931899
37078,1.1181033540915546
88022,0.9896243761491988
33758,1.0529690549205464
37076,1.1181033540915546
33756,1.0529690549205464
22481,1.0595881743931899
33755,1.0529690549205464
22480,1.0595881743931899
88025,0.9896243761491988
98684,0.9286486486486486
22482,1.0595881743931899
68348,1.052442448062886
68349,1.052442448062886
68344,1.052442448062886
68345,1.052442448062886
68346,1.035316190265975
68347,1.052442448062886
68340,1.052442448062886
68341,1.052442448062886
68342,1.052442448062886
68343,1.052442448062886
88028,0.9896243761491988
22488,1.0595881743931899
24867,1.1169590643274854
07999,0.9201281055900621
30334,1.063513666780084
30336,1.063513666780084
30337,1.063513666780084
30331,1.063513666780084
30332,1.063513666780084
30333,1.063513666780084
76166,1.048175444903829
76164,1.048175444903829
30338,1.063513666780084
30339,1.063513666780084
76161,1.048175444903829
72394,1.09324483460015
72395,1.09324483460015
72396,1.09324483460015
72390,1.09324483460015
72391,1.09324483460015
72392,1.09324483460015
04451,1.050271287786513
64679,1.069389074453184
91210,0.8738530341583777
91214,0.8738530341583777
35218,1.1581689204167591
35219,1.1581689204167591
35214,1.1581689204167591
35215,1.1581689204167591
35216,1.1581689204167591
35217,1.1581689204167591
35210,1.1581689204167591
35211,1.1581689204167591
35212,1.1581689204167591
35213,1.1581689204167591
02120,0.8614164714362949
02121,0.8614164714362949
02122,0.8614164714362949
02123,0.8614164714362949
02124,0.8614164714362949
02125,0.8614164714362949
02126,0.8614164714362949
02127,0.8614164714362949
02128,0.8614164714362949
02129,0.8614164714362949
23269,1.0595881743931899
87901,1.0703388843600792
50039,1.0506443298969073
04979,1.050271287786513
04978,1.0223673074597992
04975,1.0223673074597992
04974,1.050271287786513
04976,1.050271287786513
04971,1.050271287786513
04970,1.0223673074597992
04973,1.0223673074597992
04972,1.050271287786513
63028,1.0801946677951757
84761,1.0130551346310759
73447,1.0813200370103835
73446,1.0813200370103835
73444,1.0813200370103835
73443,1.0813200370103835
24588,1.062235499128703
73441,1.0813200370103835
73440,1.0813200370103835
